"","Kingdom","Phylum","Class","Order","Family","Genus","Species","OTU"
"57029","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroflexus","torquis","57029"
"2724619","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. NEB161","2724619"
"1932669","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. JV274","1932669"
"2038776","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. 7-3A","2038776"
"878220","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. StRB126","878220"
"1721091","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. IHB B 17019","1721091"
"2487065","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. G0201","2487065"
"1871047","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp.","1871047"
"2547600","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. NBC 122","2547600"
"2478663","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. 3008163","2478663"
"2015076","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. T16E-39","2015076"
"2487063","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. G0162","2487063"
"2758037","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. cx-624","2758037"
"2713414","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. POL2","2713414"
"2039166","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","sp. 6424","2039166"
"253","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","indologenes","253"
"250","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","gleum","250"
"1493872","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","shandongense","1493872"
"1265445","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","camelliae","1265445"
"1124835","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","carnipullorum","1124835"
"246","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","balustinum","246"
"1324352","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","gallinarum","1324352"
"1685010","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","glaciei","1685010"
"651561","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","arthrosphaerae","651561"
"1141221","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","taihuense","1141221"
"2497456","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","aureum","2497456"
"1241978","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","bernardetii","1241978"
"2754694","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","manosquense","2754694"
"1241982","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","nakagawai","1241982"
"112234","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","joostei","112234"
"558152","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","piperi","558152"
"421525","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella","Chryseobacterium haifense","421525"
"266749","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella","Chryseobacterium jeonii","266749"
"266748","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella","Chryseobacterium antarcticum","266748"
"2487074","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella","daneshvariae","2487074"
"1241979","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Kaistella","Chryseobacterium carnis","1241979"
"1241981","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Epilithonimonas","Chryseobacterium lactis","1241981"
"2487072","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Epilithonimonas","vandammei","2487072"
"536441","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Planobacterium","Chryseobacterium taklimakanense","536441"
"28251","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Ornithobacterium","rhinotracheale","28251"
"247","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter","brevis","247"
"343874","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter","falsenii","343874"
"1628248","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Empedobacter","stercoris","1628248"
"172045","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","miricola","172045"
"1117645","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","anophelis","1117645"
"1756149","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","bruuniana","1756149"
"2583851","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","sp. JS20170427COW","2583851"
"2575699","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","sp. 2-6","2575699"
"238","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","meningoseptica","238"
"1756150","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Elizabethkingia","ursingii","1756150"
"2500547","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter","raozihei","2500547"
"2656760","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter","sp. B3706","2656760"
"34085","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Riemerella","anatipestifer","34085"
"1014","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Weeksella","virosa","1014"
"1585976","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Bergeyella","cardium","1585976"
"1118202","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Cruoricaptor","ignavus","1118202"
"1653831","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium","cuenoti","1653831"
"39768","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium","sp. (Mastotermes darwiniensis)","39768"
"1186051","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium","sp. (Blaberus giganteus)","1186051"
"191579","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Fluviicola","taffensis","191579"
"1415657","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Candidatus Walczuchella","monophlebidarum","1415657"
"336810","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Candidatus Sulcia","muelleri","336810"
"2520506","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","sp. KCTC 42546","2520506"
"2666025","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","sp. I-24","2666025"
"2710596","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","sp. PL0136","2710596"
"2745947","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","sp. KUDC1026","2745947"
"2692134","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","sp. BT328","2692134"
"2728024","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","sp. CJU-R4","2728024"
"1211326","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","aerolatum","1211326"
"1178516","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","montaniterrae","1178516"
"2057025","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","pollinicola","2057025"
"1379870","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","radiotolerans","1379870"
"564064","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma","rigui","564064"
"1834519","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Fibrella","sp. ES10-3-2-2","1834519"
"651143","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Fibrella","aestuarina","651143"
"998844","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Allopseudarcicella","aquatilis","998844"
"106","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella","slithyformis","106"
"2259595","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella","sp. HYN0085","2259595"
"2268026","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella","sp. SP2","2268026"
"985","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Cytophaga","hutchinsonii","985"
"316068","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Leadbetterella","byssophila","316068"
"2704465","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Rhodocytophaga","sp. 172606-1","2704465"
"1784714","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Arcticibacterium","luteifluviistationis","1784714"
"94254","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter","fermentans","94254"
"1356852","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. APR13","1356852"
"2675878","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. BRD128","2675878"
"2714932","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. HDW8","2714932"
"1484116","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. PAMC 26554","1484116"
"2675877","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. BRD67","2675877"
"2584940","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. DG01","2584940"
"1484118","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. PAMC 26628","1484118"
"2761579","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. S2-20-2","2761579"
"2735321","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. TS19","2735321"
"2697562","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. BT182","2697562"
"1385664","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. DG25B","1385664"
"2596915","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sp. NBH84","2596915"
"2319843","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","oligotrophus","2319843"
"1446467","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","swuensis","1446467"
"2502781","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","jejuensis","2502781"
"1850093","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","nivis","1850093"
"1385715","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","qilianensis","1385715"
"2615203","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","baengnokdamensis","2615203"
"1411621","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter","sedentarius","1411621"
"2571030","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","sp. SGAir0037","2571030"
"400092","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","korlensis","400092"
"2694929","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","russatus","2694929"
"2694930","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","pudoricolor","2694930"
"388950","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Pontibacter","akesuensis","388950"
"2086471","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter","swui","2086471"
"2745197","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Adhaeribacter","sp. KUDC8001","2745197"
"2698458","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Nibribacter","sp. BT10","2698458"
"1379909","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter","sp. DG15C","1379909"
"1379910","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter","sp. DG31D","1379910"
"512763","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Rufibacter","tibetensis","512763"
"280473","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Aquiflexum","balticum","280473"
"2591634","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","sp. LN3S3","2591634"
"390884","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","vietnamensis","390884"
"1795355","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","strongylocentroti","1795355"
"1807691","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola","rosea","1807691"
"2772483","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","sp. Y33","2772483"
"1727163","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","sanaruensis","1727163"
"388413","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Algoriphagus","machipongonensis","388413"
"104","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cyclobacterium","marinum","104"
"320787","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Cyclobacterium","amurskyense","320787"
"232259","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Belliella","baltica","232259"
"1191459","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga","sp. MY04","1191459"
"2494373","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Flammeovirga","pectinis","2494373"
"1006","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Marivirgaceae","Marivirga","tractuosa","1006"
"1267423","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Roseivirgaceae","Roseivirga","pacifica","1267423"
"999","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Bernardetiaceae","Bernardetia","litoralis","999"
"281120","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus","asiaticus","281120"
"247481","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Amoebophilaceae","Candidatus Cardinium","hertigii","247481"
"2321403","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Fulvivirgaceae","Chryseolinea","soli","2321403"
"2605747","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. CJ43","2605747"
"1727164","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. PACM 27299","1727164"
"2714940","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. HDW13","2714940"
"2766984","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. SW-16","2766984"
"2789740","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. JBR3-12","2789740"
"2578106","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. KBS0701","2578106"
"2482728","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. G11","2482728"
"2201271","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","sp. eg","2201271"
"332999","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","suwonensis","332999"
"984","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","heparinus","984"
"430522","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","steynii","430522"
"188932","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","cryoconitis","188932"
"363852","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","ginsengisoli","363852"
"336820","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","roseus","336820"
"2027860","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","rubeus","2027860"
"1300914","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","sp. PAMC 26640","1300914"
