OTU,G45057,G45068,G45071,G45075,G45092,G45099,G45108,G45117,G45123,G45226,G45227,G45250,Kingdom,Phylum,Class,Order,Family,Genus,Species
1635327,12,14,12,23,13,13,10,1,17,27,13,15,Bacteria, Proteobacteria, Gammaproteobacteria, Orbales, Orbaceae, Orbus, sp. IPMB12
1196095,7,11,2,19,16,5,18,4,17,16,25,14,Bacteria, Proteobacteria, Gammaproteobacteria, Orbales, Orbaceae, Gilliamella, apicola
1267021,4,1,16,9,17,9,9,22,19,43,24,15,Bacteria, Proteobacteria, Gammaproteobacteria, Orbales, Orbaceae, Frischella, perrara
2303331,10,37,13,29,29,19,21,5,40,19,24,14,Bacteria, Proteobacteria, Gammaproteobacteria, Nevskiales, Sinobacteraceae, Solimonas, sp. K1W22B-7
2698684,1,46,3,48,6,2,27,1,24,1,21,33,Bacteria, Proteobacteria, Gammaproteobacteria, Nevskiales, Sinobacteraceae, Sinimarinibacterium, sp. NLF-5-8
1620215,7,40,7,32,8,8,41,6,13,5,25,24,Bacteria, Proteobacteria, Gammaproteobacteria, Acidiferrobacterales, Acidiferrobacteraceae, Sulfuricaulis, limicola
1281578,1,14,25,6,2,3,24,4,4,5,9,6,Bacteria, Proteobacteria, Gammaproteobacteria, Acidiferrobacterales, Acidiferrobacteraceae, Acidiferrobacter, sp. SPIII_3
2718,7,24,18,18,8,16,27,5,39,31,14,15,Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Cardiobacterium, hominis
1810504,3,20,11,15,3,12,32,3,19,6,15,10,Bacteria, Proteobacteria, Gammaproteobacteria, Immundisolibacterales, Immundisolibacteraceae, Immundisolibacter, cernigliae
1248727,2,38,12,11,3,29,17,9,13,22,25,14,Bacteria, Proteobacteria, Gammaproteobacteria, Orbales, Orbaceae, Gilliamella, endosymbiont of unidentified scaly snail isolate Monju
2652803,1,1,0,0,0,0,1,0,0,2,0,0,Bacteria, Proteobacteria, Gammaproteobacteria, Nevskiales, Steroidobacteraceae, Steroidobacter, endosymbiont of Plagiopylea sp.
2183911,2,7,8,6,4,12,12,1,15,7,11,7,Bacteria, Proteobacteria, Gammaproteobacteria, Salinisphaerales, Salinisphaeraceae, Salinisphaera, sp. LB1
197,2086,283,797,1572,247,306,3008,811,1348,195,5299,7289,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, jejuni
195,254,1040,227,211,354,623,888,226,2006,274,325,3117,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, coli
827,23,23,11,10,1,22,12,13,17,44,17,43,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, ureolyticus
199,21,44,245,127,24,20,22,107,196,36,102,73,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, concisus
1244531,16,5,17,4,3,12,7,1,17,14,5,14,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, iguaniorum
1660074,7,18,4,3,17,5,17,5,8,22,4,4,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sp. RM8964
2517362,3,4,7,7,7,45,30,4,15,3,15,39,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sp. CCUG 57310
1032243,2,24,11,8,17,14,18,7,5,29,8,23,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sp. RM6914
2561898,1,2,12,13,1,3,4,144,2,6,2,35,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sp. CGEMS
1660073,1,8,9,2,1,6,2,1,0,6,6,2,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sp. RM6137
1500960,1,0,1,5,0,0,0,1,10,2,1,0,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sp. RM16704
1965231,14,16,9,23,29,15,15,3,23,47,11,81,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, pinnipediorum
200,11,26,18,4,7,12,29,2,11,27,28,18,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, curvus
196,12,16,19,13,13,26,19,15,16,94,13,26,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, fetus
374106,9,14,33,6,9,5,11,2,9,57,18,23,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, cuniculorum
76517,9,33,6,6,5,9,23,1,5,14,17,2,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, hominis
28898,9,10,53,5,2,17,3,15,6,9,13,3,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, helveticus
201,7,10,171,35,8,46,25,125,21,22,37,49,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, lari
449520,4,2,2,28,6,12,9,1,15,6,9,3,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, canadensis
260714,4,8,2,3,2,4,5,1,3,3,3,11,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, insulaenigrae
1813019,4,3,4,6,6,9,9,3,9,38,5,10,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, hepaticus
1848766,5,0,3,0,1,4,2,10,0,0,3,4,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, ornithocola
204,4,18,125,6,11,19,24,3,30,7,5,24,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, showae
488546,3,1,8,6,1,7,9,0,4,14,2,3,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, peloridis
497724,3,6,0,3,1,4,1,2,5,18,9,5,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, subantarcticus
206,3,9,13,13,8,10,11,0,13,11,8,12,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, sputorum
2505970,2,11,7,2,1,2,9,3,7,2,8,24,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, armoricus
28080,2,7,800,5,15,3,9,5,9,20,22,18,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, upsaliensis
1031542,2,4,3,13,18,2,6,0,14,12,16,15,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, volucris
522485,2,5,0,9,5,13,1,2,8,3,9,2,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, avium
75658,2,11,9,21,9,7,9,27,30,18,11,10,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, lanienae
198,1,13,6,12,11,7,7,4,28,40,22,9,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, hyointestinalis
824,1,13,26,13,2,13,9,6,10,14,8,40,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, gracilis
1448857,1,8,4,5,3,8,10,1,6,14,6,9,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter, corcagiensis
28198,12,21,45,19,43,24,29,8,58,51,42,39,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, cryaerophilus
1904463,9,1,13,9,4,12,9,0,10,61,2,14,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, lekithochrous
873191,7,7,13,19,8,6,12,1,19,87,5,13,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, defluvii
1054034,7,18,16,18,5,10,12,6,16,13,17,16,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, cloacae
913109,4,4,21,17,4,14,11,0,14,7,13,34,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, ellisii
1278212,4,3,7,1,2,3,1,1,4,9,18,8,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, suis
1355374,4,10,1,5,5,4,17,3,10,27,17,2,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, lanthieri
28200,5,9,3,16,3,7,28,3,10,58,24,33,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, skirrowii
28199,3,3,2,5,6,3,16,1,3,9,15,8,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, nitrofigilis
28197,2,10,11,21,15,6,30,2,20,29,54,93,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, butzleri
1054033,2,4,5,12,25,6,12,3,19,29,39,5,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, venerupis
877500,2,30,10,3,8,9,30,6,23,10,15,68,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, anaerophilus
2320140,1,5,16,17,31,8,23,4,17,29,18,22,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, peruensis
255507,1,2,22,18,11,12,6,5,6,12,3,11,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, cibarius
708186,1,20,2,10,0,5,3,0,2,1,5,7,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, trophiarum
663364,44,171,28,26,25,35,26,17,44,90,26,48,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Halarcobacter, bivalviorum
197482,9,20,7,5,2,9,20,2,14,16,3,77,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Malaciobacter, Arcobacter halophilus
1912871,2,2,8,4,7,15,12,0,1,62,9,14,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Malaciobacter, Arcobacter canalis
505249,2,10,3,4,0,4,13,5,13,17,12,21,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Malaciobacter, Arcobacter marinus
1032072,1,3,18,12,6,14,5,5,12,32,12,10,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Malaciobacter, Arcobacter molluscorum
603050,1,9,2,7,7,5,14,5,14,6,9,5,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Malaciobacter, Arcobacter mytili
1849015,7,11,18,7,15,5,6,0,21,32,20,5,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Pseudoarcobacter, acticola
1564138,7,2,16,15,11,4,10,1,19,21,13,21,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Aliarcobacter, faecis
66821,46,15,17,10,10,14,8,0,8,17,8,12,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum, multivorans
1581011,4,12,16,23,3,13,7,4,15,8,8,17,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum, sp. UCH001
220622,4,14,0,23,12,13,8,0,23,28,1,48,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum, sp. JPD-1
44674,4,13,8,33,0,5,7,0,9,3,1,4,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Sulfurospirillum, barnesii
214,26,2,3,0,2,7,3,0,39,6,5,3,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, felis
210,13,58,61,58,14,43,47,10,61,90,45,75,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, pylori
104628,8,2,7,2,3,6,9,9,5,38,10,6,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, suis
35818,4,7,8,16,4,9,9,2,9,24,3,7,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, pullorum
222136,3,6,5,15,2,10,0,54,6,6,6,6,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, sp. MIT 01-6242
138563,3,7,9,15,9,2,8,0,7,3,13,1,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, cetorum
123841,2,19,6,52,31,11,7,11,7,36,35,7,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, canadensis
135569,2,7,2,1,0,3,2,3,2,34,7,5,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, apodemus
45498,2,1,3,12,6,3,4,2,15,10,10,2,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, cholecystus
213,2,5,11,10,4,2,8,0,17,15,3,8,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, cinaedi
76936,1,6,6,1,0,8,1,2,4,1,5,3,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, typhlonius
35817,1,1,0,0,0,5,4,0,4,0,1,0,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, heilmannii
217,1,13,4,5,2,9,24,1,18,5,3,53,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter, mustelae
844,15,5,5,1,1,12,9,1,7,9,1,11,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Wolinella, succinogenes
2590551,20,10,5,27,13,11,9,3,9,44,7,6,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, sp. B2
2590022,1,9,4,12,0,5,6,3,10,19,18,21,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, sp. GYSZ_1
1176482,17,8,21,16,5,16,11,12,17,98,18,46,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, gotlandica
2740405,9,10,5,1,5,5,5,43,15,12,13,25,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, Candidatus Sulfurimonas marisnigri
317658,9,3,13,7,31,12,2,0,11,21,16,14,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, paralvinellae
2740404,3,9,7,9,7,4,10,0,18,6,16,30,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, Candidatus Sulfurimonas baltica
202747,1,7,6,2,5,4,11,0,7,6,7,6,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, autotrophica
39766,1,8,0,8,9,18,17,3,18,8,19,25,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfurimonas, denitrificans
148813,16,9,7,7,10,27,8,2,29,29,21,10,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Thiovulaceae, Sulfuricurvum, kujiense
206403,11,8,4,3,3,3,12,0,8,7,7,10,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Sulfurovaceae, Sulfurovum, lithotrophicum
387093,1,14,9,37,10,12,15,2,15,13,10,24,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Sulfurovaceae, Sulfurovum, sp. NBC37-1
269261,1,24,16,11,9,56,23,6,10,13,45,24,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Sulfurovaceae, Nitratifractor, salsuginis
291048,23,11,26,8,34,38,15,5,34,106,18,49,Bacteria, Proteobacteria, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Caminibacter, mediatlanticus
2579250,4,9,17,14,10,11,10,2,13,28,9,29,Bacteria, Proteobacteria, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Nautilia, sp. PV-1
244787,2,9,10,8,6,5,4,4,12,34,21,15,Bacteria, Proteobacteria, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Nautilia, profundicola
1424653,1,10,7,14,27,2,20,2,22,13,4,11,Bacteria, Proteobacteria, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Cetia, pacifica
2706014,2,21,3,3,0,7,17,2,25,30,8,25,Bacteria, Proteobacteria, Epsilonproteobacteria, Nautiliales, Nautiliaceae, Nitratiruptor, labii
2666132,17,171,31,94,24,37,202,11,101,44,46,56,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, sp. 86
2583823,14,142,26,36,34,38,133,15,91,8,37,56,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, sp. IOR2
880,15,34,44,35,47,16,56,10,94,183,53,64,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, salexigens
241368,13,41,18,38,17,27,72,7,64,27,24,45,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, ferrophilus
876,13,551,101,190,118,132,617,36,277,94,94,171,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, desulfuricans
1725232,11,61,13,43,10,24,52,2,54,53,14,24,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, Candidatus Desulfovibrio trichonymphae
191026,10,53,32,17,22,16,29,8,39,50,36,51,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, hydrothermalis
58180,11,124,38,101,47,56,230,48,89,18,52,48,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, alaskensis
44742,10,20590,24,138,40,82,414,25,216,43,62,92,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, fairfieldensis
881,10,525,36,340,69,74,873,26,364,54,40,106,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, vulgaris
370038,5,140,29,56,18,46,138,14,58,16,48,67,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, marinus
879,2,152,22,43,21,48,130,8,63,27,20,26,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, gigas
345370,1,68,10,39,9,26,68,9,47,9,27,27,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, carbinoliphilus
296842,2,78,18,51,24,20,84,8,63,10,25,23,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, carbinolicus
63561,1,61,27,20,11,69,92,6,52,19,40,31,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio, sulfodismutans
1716143,11,106,15,75,17,35,78,17,47,11,38,39,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Pseudodesulfovibrio, indicus
2678688,4,68,6,36,17,33,66,2,55,30,24,25,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Pseudodesulfovibrio, sp. SRB007
2725288,2,45,10,30,40,22,52,9,35,22,57,67,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Pseudodesulfovibrio, sp. zrk46
182210,2,113,26,47,9,50,60,12,65,15,52,40,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Pseudodesulfovibrio, aespoeensis
57320,1,38,11,53,8,25,54,6,73,17,11,28,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Pseudodesulfovibrio, profundus
29546,6,45,28,34,7,5,68,6,43,6,11,40,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Lawsonia, intracellularis
873,3,70,22,23,14,32,77,11,57,7,20,33,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfocurvibacter, africanus
899,6,74,12,60,9,30,89,2,45,6,22,16,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfomicrobiaceae, Desulfomicrobium, baculatum
132132,5,89,32,43,13,46,74,22,54,51,44,61,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfomicrobiaceae, Desulfomicrobium, orale
45663,3,33,16,23,1,12,33,9,27,6,11,32,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfohalobiaceae, Desulfohalobium, retbaense
2293,36,37,49,48,42,135,31,15,102,27,41,80,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacter, postgatei
2291,4,20,43,20,9,22,36,12,24,12,54,48,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacter, hydrogenophilus
83564,11,60,32,89,28,84,70,19,53,50,74,59,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfosarcina, ovata
947919,10,63,23,18,26,33,56,14,46,27,36,21,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfosarcina, widdelii
571177,10,86,23,50,10,48,47,19,49,14,83,26,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfosarcina, alkanivorans
28223,15,25,29,41,7,36,22,14,53,99,52,53,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacula, toluolica
181663,4,51,16,8,10,52,37,13,24,16,20,27,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfococcus, oleovorans
897,4,55,21,17,21,44,51,9,27,16,60,23,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfococcus, multivorans
2296,5,43,48,33,11,57,23,30,42,107,34,41,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacterium, autotrophicum
218208,3,54,17,28,8,56,56,14,20,70,38,57,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfatibacillum, aliphaticivorans
2569540,41,45,47,58,29,55,44,28,110,124,50,100,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfopila, sp. IMCC35004
2569541,15,31,28,8,15,27,16,14,46,87,30,54,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfopila, sp. IMCC35005
894,8,59,30,39,8,22,30,15,36,38,55,30,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfobulbus, propionicus
65555,7,17,9,9,13,11,24,5,14,19,13,52,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfocapsa, sulfexigens
84980,5,17,29,6,6,18,28,3,30,29,28,65,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobulbaceae, Desulfotalea, psychrophila
443144,5,28,33,20,16,24,28,14,9,9,27,14,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, sp. M21
2597769,3,82,25,33,24,64,48,16,84,28,70,37,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, sp. FeAm09
443143,3,65,16,12,22,30,84,13,32,24,28,75,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, sp. M18
1277350,2,51,23,22,32,15,17,14,31,41,55,18,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, sp. DSM 9736
313985,9,42,58,43,23,48,62,21,77,52,46,56,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, lovleyi
351604,8,41,29,11,9,24,65,20,23,23,54,39,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, uraniireducens
1203471,7,49,10,28,29,37,34,7,46,16,38,45,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, daltonii
225194,9,52,24,14,8,7,43,36,10,18,37,20,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, bemidjiensis
1340425,11,45,16,10,9,40,36,20,36,29,80,36,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, anodireducens
35554,8,151,46,96,64,95,99,19,36,38,36,36,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, sulfurreducens
345632,1,44,19,23,9,48,25,21,44,10,34,29,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, pickeringii
60035,1,53,43,18,11,24,31,14,29,73,26,58,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, bremensis
483547,12,54,63,30,20,76,77,13,84,54,54,71,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geoalkalibacter, subterraneus
19,10,34,36,35,11,32,27,9,48,82,41,31,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Pelobacter, carbinolicus
29542,4,102,18,29,28,35,88,21,30,18,69,15,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Pelobacter, acetylenicus
1842532,2,43,14,14,18,18,20,15,18,25,43,32,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Pelobacter, sp. SFB93
29543,2,79,41,41,47,46,65,16,33,11,99,55,Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Desulfuromonadaceae, Pelobacter, propionicus
